Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
20,Yes,Travel_Rarely,Research & Development,4,1,Male,3,1,Laboratory Technician,1,Single,2973,No,1,3,1,0,0,0
31,No,Travel_Rarely,Research & Development,12,4,Female,3,2,Healthcare Representative,4,Married,5855,Yes,10,1,9,7,8,5
40,No,Travel_Frequently,Research & Development,9,4,Male,3,1,Research Scientist,2,Divorced,3617,Yes,3,3,1,1,0,0
32,No,Travel_Rarely,Research & Development,3,3,Female,3,2,Manufacturing Director,1,Married,6725,No,8,4,8,7,6,3
36,Yes,Travel_Rarely,Sales,3,3,Male,2,3,Sales Executive,4,Married,10325,Yes,16,3,16,7,3,7
33,No,Travel_Rarely,Research & Development,1,2,Female,2,2,Healthcare Representative,4,Single,6949,No,6,3,5,0,1,4
37,Yes,Travel_Rarely,Sales,1,1,Male,2,3,Sales Executive,3,Married,10609,No,17,1,14,1,11,7
45,No,Non-Travel,Research & Development,4,3,Male,3,2,Laboratory Technician,2,Married,4447,No,9,2,9,7,0,8
29,No,Travel_Frequently,Sales,20,3,Female,3,1,Sales Representative,4,Married,2157,No,3,3,3,1,0,2
35,No,Travel_Rarely,Sales,18,3,Female,3,2,Sales Executive,3,Married,4601,No,5,3,5,2,1,0
52,No,Travel_Rarely,Research & Development,1,4,Male,3,4,Manager,4,Married,17099,No,26,2,9,8,7,8
58,Yes,Travel_Rarely,Research & Development,2,4,Male,3,1,Research Scientist,3,Single,2479,No,7,3,1,0,0,0
53,No,Travel_Rarely,Sales,2,3,Male,3,4,Manager,3,Divorced,14852,No,22,4,17,13,15,2
30,No,Travel_Rarely,Sales,8,3,Male,3,3,Sales Executive,3,Divorced,7264,No,10,4,8,4,7,7
38,No,Non-Travel,Sales,10,3,Female,3,2,Sales Executive,4,Single,5666,Yes,6,3,5,3,1,3
35,No,Travel_Rarely,Sales,3,4,Male,3,3,Sales Executive,4,Divorced,7823,No,12,3,10,9,0,8
39,No,Travel_Rarely,Sales,2,1,Male,4,3,Sales Executive,3,Single,7880,No,9,3,8,7,0,7
40,Yes,Non-Travel,Sales,24,2,Female,4,4,Sales Executive,2,Single,13194,Yes,22,2,1,0,0,0
47,No,Travel_Frequently,Research & Development,16,3,Male,4,2,Manufacturing Director,3,Divorced,5067,Yes,20,4,19,10,2,7
36,No,Non-Travel,Sales,8,1,Male,3,2,Sales Executive,4,Divorced,5079,No,12,3,7,7,0,7
31,Yes,Non-Travel,Research & Development,9,3,Male,2,1,Research Scientist,1,Single,2321,Yes,4,3,3,2,1,2
33,No,Non-Travel,Sales,17,4,Male,3,4,Manager,3,Single,17444,No,10,3,10,8,6,0
29,Yes,Travel_Rarely,Research & Development,10,4,Female,2,1,Research Scientist,1,Single,2404,Yes,3,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,13,2,Female,3,1,Research Scientist,4,Single,3452,No,5,3,3,2,0,2
45,No,Travel_Rarely,Research & Development,1,4,Female,3,1,Laboratory Technician,4,Divorced,2270,No,8,3,5,3,0,2
50,No,Travel_Rarely,Research & Development,1,4,Male,3,4,Research Director,4,Divorced,17399,No,32,2,5,4,1,3
33,No,Travel_Frequently,Research & Development,1,3,Female,4,2,Healthcare Representative,2,Married,5488,Yes,6,3,6,5,1,2
41,No,Travel_Frequently,Research & Development,9,1,Male,3,5,Research Director,3,Divorced,19419,No,21,4,18,16,0,11
27,No,Travel_Rarely,Research & Development,16,3,Female,3,1,Laboratory Technician,2,Married,2811,No,4,3,2,2,2,2
45,No,Non-Travel,Research & Development,23,4,Male,3,2,Laboratory Technician,1,Married,3633,Yes,9,3,9,8,0,8
47,No,Travel_Rarely,Sales,4,4,Female,3,2,Sales Executive,4,Single,4163,Yes,9,3,9,0,0,7
30,Yes,Travel_Rarely,Research & Development,22,1,Female,3,1,Research Scientist,3,Married,2132,Yes,7,3,5,2,0,1
50,No,Travel_Rarely,Research & Development,24,4,Male,3,4,Manufacturing Director,3,Married,13973,Yes,22,3,12,11,1,5
38,No,Travel_Frequently,Research & Development,10,3,Male,3,1,Research Scientist,3,Married,2684,No,3,2,2,1,0,2
46,No,Travel_Rarely,Research & Development,7,4,Male,3,3,Manufacturing Director,3,Divorced,10845,No,13,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,17,4,Female,2,2,Manufacturing Director,3,Divorced,4377,No,5,3,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,14,3,Male,2,1,Laboratory Technician,2,Divorced,3743,Yes,5,1,4,2,0,2
31,No,Travel_Frequently,Research & Development,1,3,Female,3,2,Manufacturing Director,1,Married,4148,No,4,3,4,3,0,3
18,No,Non-Travel,Research & Development,5,2,Male,3,1,Research Scientist,4,Single,1051,No,0,3,0,0,0,0
54,No,Travel_Rarely,Research & Development,17,3,Female,3,3,Manufacturing Director,3,Married,10739,No,22,3,10,7,0,8
35,No,Travel_Rarely,Research & Development,25,3,Female,3,3,Healthcare Representative,3,Divorced,10388,Yes,16,2,16,10,10,1
30,No,Travel_Rarely,Research & Development,8,2,Female,4,3,Research Director,1,Married,11416,Yes,9,2,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,11,4,Female,2,1,Research Scientist,1,Single,2600,Yes,1,3,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,5,2,Female,3,1,Laboratory Technician,2,Single,2422,No,4,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,2,4,Male,4,2,Manufacturing Director,4,Married,5472,No,8,3,8,7,1,3
22,No,Travel_Rarely,Research & Development,8,2,Male,1,1,Laboratory Technician,1,Married,2451,No,4,2,4,3,1,1
48,No,Travel_Rarely,Research & Development,6,1,Male,2,2,Healthcare Representative,3,Single,4240,No,19,3,2,2,2,2
48,No,Travel_Rarely,Research & Development,4,3,Male,2,3,Healthcare Representative,3,Single,10999,No,27,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,7,4,Female,3,2,Manufacturing Director,3,Single,5003,No,8,3,2,2,2,1
39,No,Travel_Rarely,Research & Development,1,4,Female,2,4,Manufacturing Director,4,Married,12742,No,21,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,2,1,Female,3,2,Manufacturing Director,4,Married,4227,No,4,3,3,2,2,2
35,No,Travel_Rarely,Research & Development,10,2,Male,3,1,Laboratory Technician,4,Divorced,3917,No,3,2,3,2,1,2
42,No,Travel_Rarely,Sales,5,4,Male,3,5,Manager,3,Married,18303,No,21,4,1,0,0,0
50,No,Travel_Rarely,Research & Development,9,1,Male,3,1,Laboratory Technician,4,Married,2380,No,8,3,1,0,0,0
59,No,Travel_Rarely,Research & Development,2,3,Female,2,4,Manufacturing Director,4,Single,13726,Yes,30,3,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,11,1,Female,1,2,Healthcare Representative,2,Married,4777,No,15,1,1,0,0,0
55,No,Travel_Frequently,Research & Development,18,3,Male,3,2,Healthcare Representative,2,Married,6385,Yes,17,3,8,7,6,7
41,No,Non-Travel,Research & Development,7,2,Female,1,5,Research Director,3,Divorced,19973,No,21,3,21,16,5,10
38,No,Travel_Rarely,Sales,3,2,Male,3,2,Sales Executive,4,Single,6861,Yes,19,3,1,0,0,0
26,Yes,Non-Travel,Sales,29,2,Male,1,2,Sales Executive,1,Single,4969,No,7,3,2,2,2,2
52,Yes,Travel_Rarely,Sales,2,1,Female,1,5,Manager,4,Married,19845,No,33,3,32,14,6,9
44,No,Travel_Rarely,Sales,28,4,Female,4,4,Sales Executive,4,Married,13320,Yes,23,3,12,11,11,11
50,No,Non-Travel,Sales,1,4,Female,3,2,Sales Executive,3,Married,6347,No,19,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,16,3,Female,4,1,Laboratory Technician,1,Single,2743,No,18,3,17,13,15,14
39,No,Travel_Frequently,Research & Development,22,4,Female,3,3,Manufacturing Director,1,Single,10880,Yes,21,3,21,6,2,8
33,No,Non-Travel,Sales,8,2,Female,2,1,Sales Representative,4,Single,2342,No,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,11,4,Female,3,4,Manager,4,Married,17650,No,26,4,9,3,1,1
32,No,Non-Travel,Research & Development,29,4,Female,3,1,Laboratory Technician,3,Single,4025,No,10,3,8,7,7,7
34,No,Travel_Rarely,Sales,1,2,Male,4,2,Sales Executive,4,Divorced,9725,No,16,2,15,1,0,9
59,No,Travel_Rarely,Sales,1,2,Male,3,3,Manager,4,Married,11904,Yes,14,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,24,2,Male,3,1,Human Resources,2,Single,2177,No,6,3,6,3,0,4
53,No,Travel_Frequently,Sales,2,3,Female,2,3,Sales Executive,2,Married,7525,No,30,3,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,15,1,Male,3,2,Laboratory Technician,3,Divorced,4834,No,9,2,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,2,1,Male,3,1,Research Scientist,1,Married,2042,Yes,6,3,3,2,1,2
34,No,Travel_Rarely,Sales,10,3,Female,3,1,Sales Representative,3,Married,2220,Yes,1,3,1,1,0,0
28,No,Travel_Rarely,Sales,10,4,Male,3,1,Sales Representative,2,Married,1052,No,1,3,1,0,0,0
38,No,Travel_Frequently,Research & Development,3,3,Male,3,1,Research Scientist,3,Married,2821,No,8,3,2,2,2,2
50,No,Travel_Rarely,Research & Development,2,2,Male,3,5,Research Director,3,Married,19237,Yes,29,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,3,4,Female,3,2,Healthcare Representative,2,Single,4107,No,8,2,4,3,0,1
40,No,Travel_Rarely,Sales,26,3,Male,3,2,Sales Executive,1,Married,8396,No,8,2,7,7,7,5
26,No,Travel_Frequently,Research & Development,1,1,Female,2,1,Research Scientist,3,Divorced,2007,No,5,3,5,3,1,3
46,No,Travel_Rarely,Research & Development,1,4,Male,3,5,Research Director,4,Divorced,19627,No,23,3,2,2,2,2
54,No,Travel_Rarely,Sales,2,3,Female,2,3,Sales Executive,3,Married,10686,No,13,3,9,4,7,0
56,No,Travel_Frequently,Research & Development,9,1,Female,3,1,Research Scientist,3,Married,2942,No,18,3,5,4,0,3
36,No,Travel_Rarely,Research & Development,12,4,Female,2,3,Manufacturing Director,4,Single,8858,No,15,2,14,8,7,8
55,No,Non-Travel,Research & Development,2,3,Male,2,4,Manager,1,Single,16756,No,31,4,9,7,6,2
43,No,Travel_Rarely,Sales,25,3,Male,2,3,Sales Executive,4,Divorced,10798,No,18,3,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,4,Female,3,1,Sales Representative,4,Single,2323,Yes,2,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,10,3,Female,2,1,Laboratory Technician,1,Single,1416,No,1,2,1,0,1,0
46,No,Travel_Rarely,Research & Development,8,4,Female,2,2,Research Scientist,1,Divorced,4615,Yes,19,3,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,4,1,Male,3,1,Research Scientist,3,Married,2461,Yes,18,4,10,0,2,7
28,Yes,Non-Travel,Research & Development,24,2,Male,2,3,Healthcare Representative,1,Single,8722,No,10,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,1,1,Male,2,1,Laboratory Technician,1,Married,3955,No,6,3,5,3,1,3
30,No,Travel_Rarely,Research & Development,20,3,Male,3,2,Manufacturing Director,1,Married,9957,No,7,2,6,2,0,2
41,No,Travel_Rarely,Research & Development,7,2,Female,4,1,Research Scientist,3,Married,3376,No,10,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,17,3,Female,2,3,Healthcare Representative,3,Married,8823,No,20,2,19,9,1,9
40,No,Travel_Rarely,Research & Development,20,1,Male,3,3,Healthcare Representative,4,Married,10322,No,14,3,11,10,11,1
27,No,Non-Travel,Research & Development,8,1,Male,1,1,Laboratory Technician,3,Married,4621,No,3,3,3,2,1,2
55,No,Travel_Frequently,Research & Development,2,4,Male,3,3,Manufacturing Director,2,Married,10976,No,23,3,3,2,1,2
28,No,Travel_Rarely,Research & Development,10,3,Female,3,2,Research Scientist,3,Single,3660,No,10,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,1,2,Male,2,3,Human Resources,1,Married,10482,No,24,3,20,6,3,6
33,No,Travel_Rarely,Research & Development,5,4,Male,2,3,Healthcare Representative,4,Divorced,7119,No,9,3,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,4,Male,3,3,Sales Executive,1,Single,9582,Yes,9,3,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,29,1,Female,2,2,Research Scientist,3,Single,4508,No,14,3,13,7,3,8
28,No,Travel_Rarely,Research & Development,15,1,Male,3,1,Laboratory Technician,3,Divorced,2207,No,4,2,4,2,2,2
34,No,Travel_Frequently,Research & Development,3,1,Male,3,2,Healthcare Representative,4,Single,7756,No,7,2,6,2,0,4
37,No,Travel_Rarely,Sales,10,4,Female,2,2,Sales Executive,4,Divorced,6694,Yes,8,3,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,4,4,Male,3,1,Laboratory Technician,4,Married,3691,Yes,7,4,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,21,1,Male,3,1,Laboratory Technician,3,Divorced,2377,No,1,2,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,25,1,Male,2,1,Research Scientist,2,Single,2313,Yes,5,3,2,2,2,2
42,No,Travel_Rarely,Research & Development,2,4,Male,3,4,Manager,1,Married,17665,No,23,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,1,1,Male,2,1,Laboratory Technician,2,Divorced,2596,No,1,3,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,4,Male,3,2,Sales Executive,3,Single,4728,Yes,5,3,0,0,0,0
33,No,Travel_Frequently,Sales,7,4,Female,3,2,Sales Executive,2,Married,4302,No,4,3,3,2,0,2
34,No,Non-Travel,Research & Development,3,3,Male,2,1,Research Scientist,4,Married,2979,No,6,3,0,0,0,0
48,No,Non-Travel,Research & Development,1,1,Male,4,4,Manager,4,Single,16885,No,27,2,5,4,2,1
45,No,Non-Travel,Sales,9,2,Female,2,2,Sales Executive,3,Married,5593,No,15,3,15,10,4,12
52,No,Travel_Rarely,Research & Development,7,2,Male,3,3,Healthcare Representative,2,Single,10445,No,18,3,8,6,4,0
38,No,Travel_Rarely,Sales,10,3,Male,2,3,Sales Executive,3,Divorced,8740,Yes,9,3,8,7,2,7
29,No,Travel_Rarely,Research & Development,28,3,Female,3,1,Research Scientist,4,Divorced,2514,No,11,3,7,5,1,7
28,No,Travel_Rarely,Research & Development,3,4,Female,3,3,Manufacturing Director,2,Divorced,7655,No,10,2,9,7,1,7
46,No,Travel_Rarely,Sales,3,1,Male,3,4,Manager,3,Married,17465,No,23,3,12,9,4,9
38,No,Travel_Rarely,Sales,2,4,Male,3,3,Sales Executive,2,Single,7351,No,10,3,1,0,0,0
43,No,Travel_Frequently,Research & Development,27,3,Female,3,3,Manufacturing Director,1,Married,10820,No,18,3,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,2,1,Male,3,4,Healthcare Representative,4,Divorced,12169,No,21,3,18,7,11,5
40,No,Travel_Rarely,Research & Development,14,3,Male,2,5,Research Director,3,Single,19626,No,21,4,20,7,4,9
21,No,Travel_Rarely,Research & Development,1,4,Female,2,1,Research Scientist,2,Single,2070,Yes,2,4,2,2,2,2
39,No,Non-Travel,Research & Development,9,3,Male,3,2,Laboratory Technician,2,Single,6782,No,9,2,5,4,0,3
36,No,Non-Travel,Research & Development,18,1,Male,3,2,Manufacturing Director,4,Single,7779,No,18,3,11,9,0,9
31,No,Travel_Frequently,Sales,20,3,Male,4,1,Sales Representative,4,Married,2791,No,3,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,2,1,Male,2,1,Research Scientist,2,Married,3201,No,6,1,5,3,0,4
35,No,Travel_Frequently,Sales,11,4,Male,3,2,Sales Executive,4,Divorced,4968,No,5,3,5,2,0,2
49,No,Travel_Rarely,Sales,8,4,Male,2,4,Sales Executive,2,Married,13120,No,22,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,2,4,Male,3,2,Manufacturing Director,3,Single,4033,No,5,2,3,2,0,2
29,No,Travel_Frequently,Research & Development,10,4,Female,3,1,Research Scientist,2,Divorced,3291,No,8,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,29,2,Male,1,2,Laboratory Technician,4,Single,4272,No,16,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,8,2,Male,2,2,Manufacturing Director,4,Married,5056,Yes,10,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,1,3,Male,4,1,Human Resources,3,Married,2844,No,7,4,7,6,5,0
28,No,Travel_Frequently,Research & Development,6,3,Male,2,1,Research Scientist,3,Divorced,2703,Yes,3,3,3,1,0,2
18,Yes,Non-Travel,Research & Development,8,3,Male,3,1,Laboratory Technician,3,Single,1904,No,0,3,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,1,Female,3,2,Sales Executive,1,Single,8224,Yes,6,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,12,2,Male,3,1,Laboratory Technician,4,Married,4766,Yes,6,3,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,15,3,Male,3,1,Laboratory Technician,3,Married,2610,No,2,2,2,2,2,2
37,No,Travel_Rarely,Research & Development,25,3,Female,2,2,Healthcare Representative,4,Divorced,5731,No,9,3,6,2,1,3
27,No,Travel_Rarely,Research & Development,6,4,Male,2,1,Research Scientist,3,Married,2539,No,4,3,4,2,2,2
34,No,Travel_Rarely,Sales,9,2,Female,3,2,Sales Executive,3,Married,5714,No,6,2,6,5,1,3
35,No,Travel_Rarely,Human Resources,8,3,Male,3,1,Human Resources,3,Single,4323,No,6,1,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,4,Female,2,3,Sales Executive,1,Married,7336,No,11,1,11,8,3,10
40,No,Travel_Frequently,Research & Development,9,2,Female,3,3,Research Director,3,Single,13499,No,20,2,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,3,Male,3,4,Sales Executive,1,Single,13758,Yes,22,2,21,9,13,14
42,No,Travel_Rarely,Sales,4,2,Male,3,2,Sales Executive,1,Single,5155,No,9,4,6,4,1,5
35,No,Travel_Rarely,Research & Development,1,4,Male,2,1,Laboratory Technician,3,Married,2258,No,10,3,8,0,1,7
24,No,Travel_Rarely,Research & Development,24,4,Male,3,1,Laboratory Technician,2,Single,3597,No,6,3,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,12,3,Female,3,1,Laboratory Technician,4,Married,2515,Yes,1,2,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,1,Male,4,1,Laboratory Technician,4,Married,4420,No,8,3,8,7,0,7
30,No,Travel_Rarely,Sales,10,3,Male,2,2,Sales Executive,3,Married,6578,No,10,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,26,3,Female,2,2,Research Scientist,4,Married,4422,Yes,16,1,1,1,0,0
35,No,Travel_Rarely,Research & Development,2,3,Male,2,3,Manufacturing Director,2,Divorced,10274,No,15,4,7,7,6,4
34,No,Travel_Frequently,Research & Development,1,4,Male,2,2,Healthcare Representative,1,Single,5343,No,14,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,4,4,Male,2,1,Laboratory Technician,4,Married,2376,No,2,4,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,1,Female,1,2,Sales Executive,3,Single,5346,No,7,2,4,3,1,3
32,No,Non-Travel,Sales,2,3,Female,3,1,Sales Representative,1,Divorced,2827,No,1,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,4,4,Female,3,5,Manager,1,Divorced,19943,No,28,3,5,2,4,2
29,No,Travel_Rarely,Research & Development,6,2,Female,3,1,Laboratory Technician,4,Married,3131,No,10,3,10,8,0,8
19,No,Travel_Rarely,Research & Development,9,3,Male,3,1,Research Scientist,1,Single,2552,No,1,3,1,1,0,0
45,No,Travel_Rarely,Research & Development,7,1,Female,3,1,Research Scientist,3,Married,4477,Yes,7,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,1,4,Female,2,2,Manufacturing Director,4,Married,6474,No,14,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,3,1,Male,2,1,Laboratory Technician,3,Single,3033,No,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,10,3,Male,3,1,Research Scientist,3,Single,2936,Yes,6,3,6,4,0,2
53,No,Travel_Rarely,Research & Development,7,4,Female,3,5,Manager,3,Divorced,18606,No,26,3,7,7,4,7
29,No,Travel_Rarely,Research & Development,15,2,Female,1,1,Research Scientist,4,Married,2168,Yes,6,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,3,3,Male,2,1,Research Scientist,4,Married,2853,Yes,1,3,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Female,3,4,Manager,1,Married,17048,No,28,3,26,15,15,9
44,No,Non-Travel,Research & Development,17,4,Male,1,1,Research Scientist,3,Single,2290,No,6,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,2,2,Male,3,1,Human Resources,3,Married,3600,No,5,3,5,4,1,4
41,Yes,Non-Travel,Research & Development,5,1,Male,2,1,Research Scientist,1,Divorced,2107,No,5,1,1,0,0,0
30,No,Travel_Rarely,Sales,29,3,Male,3,2,Sales Executive,1,Divorced,4115,No,8,3,4,3,0,3
40,No,Travel_Frequently,Sales,2,2,Male,3,2,Sales Executive,2,Married,4327,No,5,3,0,0,0,0
50,No,Travel_Frequently,Research & Development,2,4,Female,3,4,Manager,1,Married,17856,No,32,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,19,4,Male,2,1,Laboratory Technician,1,Married,3196,No,6,3,6,5,3,3
46,No,Travel_Rarely,Research & Development,15,4,Male,3,5,Research Director,2,Married,19081,No,25,3,4,2,0,3
35,No,Travel_Rarely,Sales,17,3,Male,3,2,Sales Executive,1,Married,8966,Yes,15,3,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,17,4,Female,3,1,Laboratory Technician,2,Married,2210,No,1,1,1,0,0,0
33,No,Travel_Frequently,Sales,25,2,Female,3,2,Sales Executive,3,Married,4539,No,10,2,10,7,0,1
36,No,Travel_Rarely,Research & Development,6,3,Male,1,1,Laboratory Technician,3,Divorced,2741,No,7,3,7,7,1,7
30,No,Travel_Rarely,Research & Development,7,3,Male,3,2,Laboratory Technician,3,Divorced,3491,No,10,2,10,7,8,9
44,No,Travel_Rarely,Research & Development,29,4,Male,3,2,Research Scientist,4,Single,4541,No,20,3,20,11,13,17
20,No,Travel_Rarely,Sales,21,3,Male,4,1,Sales Representative,4,Single,2678,No,2,3,2,1,2,2
46,No,Travel_Rarely,Research & Development,2,4,Male,3,2,Manufacturing Director,4,Divorced,7379,No,12,2,6,3,1,4
42,No,Non-Travel,Human Resources,2,4,Male,4,2,Human Resources,1,Married,6272,No,10,4,4,3,0,3
60,No,Travel_Rarely,Sales,7,2,Male,4,2,Sales Executive,4,Divorced,5220,Yes,12,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,13,3,Female,2,1,Laboratory Technician,2,Married,2743,No,2,3,2,2,2,2
32,No,Travel_Frequently,Research & Development,2,4,Female,3,2,Research Scientist,3,Single,4998,Yes,10,3,8,7,0,7
36,No,Travel_Rarely,Research & Development,1,3,Female,1,3,Manufacturing Director,1,Divorced,10252,Yes,17,3,7,7,7,7
33,No,Travel_Rarely,Research & Development,9,1,Male,3,1,Research Scientist,4,Married,2781,No,15,3,14,10,4,10
40,No,Travel_Rarely,Sales,10,2,Female,2,2,Sales Executive,2,Divorced,6852,No,7,4,5,1,1,3
25,No,Travel_Rarely,Sales,10,3,Male,3,2,Sales Executive,4,Single,4950,No,5,3,4,3,1,1
30,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Research Scientist,2,Married,3579,Yes,12,3,11,9,5,7
42,No,Travel_Frequently,Research & Development,26,1,Female,3,3,Research Director,1,Married,13191,Yes,20,3,1,0,0,0
35,No,Non-Travel,Sales,8,3,Female,2,3,Sales Executive,4,Married,10377,Yes,16,2,13,2,4,12
27,No,Travel_Rarely,Research & Development,14,1,Male,3,1,Research Scientist,1,Married,2235,Yes,9,2,9,7,6,8
54,No,Travel_Frequently,Research & Development,1,4,Female,3,3,Manufacturing Director,3,Divorced,10502,No,33,1,5,4,1,4
44,No,Travel_Rarely,Research & Development,2,1,Female,4,1,Research Scientist,4,Married,2011,No,10,3,10,5,7,7
19,Yes,Non-Travel,Research & Development,10,1,Female,2,1,Research Scientist,2,Single,1859,Yes,1,4,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,1,Female,3,1,Research Scientist,4,Divorced,3760,No,3,3,3,2,1,2
54,No,Travel_Rarely,Research & Development,3,4,Male,3,4,Research Director,4,Married,17779,No,36,3,10,9,0,9
31,No,Travel_Rarely,Research & Development,11,3,Male,3,2,Healthcare Representative,1,Married,6833,Yes,6,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,24,3,Female,2,2,Healthcare Representative,1,Single,6812,No,10,3,10,9,1,8
59,No,Travel_Rarely,Sales,3,3,Female,2,2,Sales Executive,4,Single,5171,No,13,3,6,1,0,5
43,No,Travel_Rarely,Research & Development,3,3,Male,1,5,Research Director,4,Married,19740,No,25,3,8,7,0,7
49,No,Travel_Rarely,Research & Development,4,1,Male,2,5,Manager,3,Married,18711,No,23,4,1,0,0,0
36,No,Travel_Frequently,Research & Development,3,3,Male,3,1,Research Scientist,2,Married,3692,No,12,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,2,4,Male,4,1,Laboratory Technician,2,Single,2559,No,7,2,1,0,0,0
27,No,Travel_Rarely,Research & Development,4,1,Male,3,1,Research Scientist,3,Divorced,2517,No,5,3,5,3,0,3
29,No,Travel_Rarely,Research & Development,7,3,Male,3,2,Healthcare Representative,4,Divorced,6623,Yes,6,3,6,0,1,0
48,No,Travel_Rarely,Research & Development,1,4,Male,2,5,Research Director,4,Single,18265,No,25,4,1,0,0,0
29,No,Travel_Rarely,Research & Development,1,4,Female,2,4,Research Director,4,Divorced,16124,No,9,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,20,3,Female,4,1,Research Scientist,3,Married,2585,No,2,2,1,0,0,0
44,No,Travel_Rarely,Sales,5,2,Male,3,5,Manager,2,Married,18213,No,26,3,22,9,3,10
33,No,Travel_Rarely,Sales,10,4,Male,4,3,Sales Executive,3,Divorced,8380,Yes,10,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,25,2,Female,4,1,Research Scientist,4,Single,2994,Yes,1,3,1,0,0,1
23,No,Travel_Rarely,Research & Development,1,4,Male,3,1,Research Scientist,3,Married,1223,No,1,3,1,0,0,1
25,Yes,Travel_Frequently,Sales,24,3,Male,1,1,Sales Representative,4,Single,1118,Yes,1,3,1,0,1,0
26,No,Travel_Rarely,Research & Development,4,3,Male,3,1,Research Scientist,4,Single,2875,Yes,8,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,2,1,Female,1,5,Manager,2,Single,18824,Yes,26,3,24,10,1,11
55,No,Non-Travel,Research & Development,8,4,Male,2,4,Healthcare Representative,2,Divorced,13577,Yes,34,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,10,1,Female,2,1,Laboratory Technician,3,Single,2625,No,2,1,2,2,2,2
46,No,Travel_Rarely,Sales,4,4,Female,2,5,Manager,2,Married,18789,No,26,3,11,4,0,8
34,No,Travel_Rarely,Sales,2,3,Female,3,2,Sales Executive,1,Single,4538,Yes,4,3,3,2,0,2
51,No,Travel_Frequently,Sales,9,4,Male,3,5,Manager,2,Divorced,19847,Yes,31,2,29,10,11,10
